,"bioguide","first","first_last","icpsr","last","opensecrets","term_count","term_end","term_start","type","cycle"
535,"C001063","Henry","Henry Cuellar",20533,"Cuellar","N00024978",6,"2017-01-03","2015-01-06","rep",2014
536,"C001063","Henry","Henry Cuellar",20533,"Cuellar","N00024978",7,"2019-01-03","2017-01-03","rep",2016
537,"C001063","Henry","Henry Cuellar",20533,"Cuellar","N00024978",8,"2021-01-03","2019-01-03","rep",2018
545,"D000096","Danny","Danny K. Davis",29717,"Davis","N00004884",8,"2013-01-03","2011-01-05","rep",2010
546,"D000096","Danny","Danny K. Davis",29717,"Davis","N00004884",9,"2015-01-03","2013-01-03","rep",2012
547,"D000096","Danny","Danny K. Davis",29717,"Davis","N00004884",10,"2017-01-03","2015-01-06","rep",2014
548,"D000096","Danny","Danny K. Davis",29717,"Davis","N00004884",11,"2019-01-03","2017-01-03","rep",2016
549,"D000096","Danny","Danny K. Davis",29717,"Davis","N00004884",12,"2021-01-03","2019-01-03","rep",2018
555,"D000598","Susan","Susan A. Davis",20108,"Davis","N00009604",6,"2013-01-03","2011-01-05","rep",2010
556,"D000598","Susan","Susan A. Davis",20108,"Davis","N00009604",7,"2015-01-03","2013-01-03","rep",2012
557,"D000598","Susan","Susan A. Davis",20108,"Davis","N00009604",8,"2017-01-03","2015-01-06","rep",2014
558,"D000598","Susan","Susan A. Davis",20108,"Davis","N00009604",9,"2019-01-03","2017-01-03","rep",2016
559,"D000598","Susan","Susan A. Davis",20108,"Davis","N00009604",10,"2021-01-03","2019-01-03","rep",2018
572,"D000191","Peter","Peter A. DeFazio",15410,"DeFazio","N00007781",13,"2013-01-03","2011-01-05","rep",2010
573,"D000191","Peter","Peter A. DeFazio",15410,"DeFazio","N00007781",14,"2015-01-03","2013-01-03","rep",2012
574,"D000191","Peter","Peter A. DeFazio",15410,"DeFazio","N00007781",15,"2017-01-03","2015-01-06","rep",2014
575,"D000191","Peter","Peter A. DeFazio",15410,"DeFazio","N00007781",16,"2019-01-03","2017-01-03","rep",2016
576,"D000191","Peter","Peter A. DeFazio",15410,"DeFazio","N00007781",17,"2021-01-03","2019-01-03","rep",2018
584,"D000197","Diana","Diana DeGette",29710,"DeGette","N00006134",8,"2013-01-03","2011-01-05","rep",2010
585,"D000197","Diana","Diana DeGette",29710,"DeGette","N00006134",9,"2015-01-03","2013-01-03","rep",2012
586,"D000197","Diana","Diana DeGette",29710,"DeGette","N00006134",10,"2017-01-03","2015-01-06","rep",2014
587,"D000197","Diana","Diana DeGette",29710,"DeGette","N00006134",11,"2019-01-03","2017-01-03","rep",2016
588,"D000197","Diana","Diana DeGette",29710,"DeGette","N00006134",12,"2021-01-03","2019-01-03","rep",2018
599,"D000216","Rosa","Rosa L. DeLauro",29109,"DeLauro","N00000615",11,"2013-01-03","2011-01-05","rep",2010
600,"D000216","Rosa","Rosa L. DeLauro",29109,"DeLauro","N00000615",12,"2015-01-03","2013-01-03","rep",2012
601,"D000216","Rosa","Rosa L. DeLauro",29109,"DeLauro","N00000615",13,"2017-01-03","2015-01-06","rep",2014
602,"D000216","Rosa","Rosa L. DeLauro",29109,"DeLauro","N00000615",14,"2019-01-03","2017-01-03","rep",2016
603,"D000216","Rosa","Rosa L. DeLauro",29109,"DeLauro","N00000615",15,"2021-01-03","2019-01-03","rep",2018
604,"D000616","Scott","Scott DesJarlais",21179,"DesJarlais","N00030957",1,"2013-01-03","2011-01-05","rep",2010
605,"D000616","Scott","Scott DesJarlais",21179,"DesJarlais","N00030957",2,"2015-01-03","2013-01-03","rep",2012
606,"D000616","Scott","Scott DesJarlais",21179,"DesJarlais","N00030957",3,"2017-01-03","2015-01-06","rep",2014
607,"D000616","Scott","Scott DesJarlais",21179,"DesJarlais","N00030957",4,"2019-01-03","2017-01-03","rep",2016
608,"D000616","Scott","Scott DesJarlais",21179,"DesJarlais","N00030957",5,"2021-01-03","2019-01-03","rep",2018
609,"D000610","Theodore","Theodore E. Deutch",20959,"Deutch","N00031317",1,"2011-01-03","2010-04-15","rep",2009
610,"D000610","Theodore","Theodore E. Deutch",20959,"Deutch","N00031317",2,"2013-01-03","2011-01-05","rep",2010
611,"D000610","Theodore","Theodore E. Deutch",20959,"Deutch","N00031317",3,"2015-01-03","2013-01-03","rep",2012
612,"D000610","Theodore","Theodore E. Deutch",20959,"Deutch","N00031317",4,"2017-01-03","2015-01-06","rep",2014
613,"D000610","Theodore","Theodore E. Deutch",20959,"Deutch","N00031317",5,"2019-01-03","2017-01-03","rep",2016
614,"D000610","Theodore","Theodore E. Deutch",20959,"Deutch","N00031317",6,"2021-01-03","2019-01-03","rep",2018
619,"D000600","Mario","Mario Diaz-Balart",20316,"Diaz-Balart","N00025337",5,"2013-01-03","2011-01-05","rep",2010
620,"D000600","Mario","Mario Diaz-Balart",20316,"Diaz-Balart","N00025337",6,"2015-01-03","2013-01-03","rep",2012
621,"D000600","Mario","Mario Diaz-Balart",20316,"Diaz-Balart","N00025337",7,"2017-01-03","2015-01-06","rep",2014
622,"D000600","Mario","Mario Diaz-Balart",20316,"Diaz-Balart","N00025337",8,"2019-01-03","2017-01-03","rep",2016
623,"D000600","Mario","Mario Diaz-Balart",20316,"Diaz-Balart","N00025337",9,"2021-01-03","2019-01-03","rep",2018
632,"D000399","Lloyd","Lloyd Doggett",29571,"Doggett","N00006023",9,"2013-01-03","2011-01-05","rep",2010
633,"D000399","Lloyd","Lloyd Doggett",29571,"Doggett","N00006023",10,"2015-01-03","2013-01-03","rep",2012
634,"D000399","Lloyd","Lloyd Doggett",29571,"Doggett","N00006023",11,"2017-01-03","2015-01-06","rep",2014
635,"D000399","Lloyd","Lloyd Doggett",29571,"Doggett","N00006023",12,"2019-01-03","2017-01-03","rep",2016
636,"D000399","Lloyd","Lloyd Doggett",29571,"Doggett","N00006023",13,"2021-01-03","2019-01-03","rep",2018
645,"D000482","Michael","Michael F. Doyle",29561,"Doyle","N00001373",9,"2013-01-03","2011-01-05","rep",2010
646,"D000482","Michael","Michael F. Doyle",29561,"Doyle","N00001373",10,"2015-01-03","2013-01-03","rep",2012
647,"D000482","Michael","Michael F. Doyle",29561,"Doyle","N00001373",11,"2017-01-03","2015-01-06","rep",2014
648,"D000482","Michael","Michael F. Doyle",29561,"Doyle","N00001373",12,"2019-01-03","2017-01-03","rep",2016
649,"D000482","Michael","Michael F. Doyle",29561,"Doyle","N00001373",13,"2021-01-03","2019-01-03","rep",2018
650,"D000615","Jeff","Jeff Duncan",21174,"Duncan","N00030752",1,"2013-01-03","2011-01-05","rep",2010
651,"D000615","Jeff","Jeff Duncan",21174,"Duncan","N00030752",2,"2015-01-03","2013-01-03","rep",2012
652,"D000615","Jeff","Jeff Duncan",21174,"Duncan","N00030752",3,"2017-01-03","2015-01-06","rep",2014
653,"D000615","Jeff","Jeff Duncan",21174,"Duncan","N00030752",4,"2019-01-03","2017-01-03","rep",2016
654,"D000615","Jeff","Jeff Duncan",21174,"Duncan","N00030752",5,"2021-01-03","2019-01-03","rep",2018
666,"E000179","Eliot","Eliot L. Engel",15603,"Engel","N00001003",12,"2013-01-03","2011-01-05","rep",2010
667,"E000179","Eliot","Eliot L. Engel",15603,"Engel","N00001003",13,"2015-01-03","2013-01-03","rep",2012
668,"E000179","Eliot","Eliot L. Engel",15603,"Engel","N00001003",14,"2017-01-03","2015-01-06","rep",2014
669,"E000179","Eliot","Eliot L. Engel",15603,"Engel","N00001003",15,"2019-01-03","2017-01-03","rep",2016
670,"E000179","Eliot","Eliot L. Engel",15603,"Engel","N00001003",16,"2021-01-03","2019-01-03","rep",2018
680,"E000215","Anna","Anna G. Eshoo",29312,"Eshoo","N00007335",10,"2013-01-03","2011-01-05","rep",2010
681,"E000215","Anna","Anna G. Eshoo",29312,"Eshoo","N00007335",11,"2015-01-03","2013-01-03","rep",2012
682,"E000215","Anna","Anna G. Eshoo",29312,"Eshoo","N00007335",12,"2017-01-03","2015-01-06","rep",2014
683,"E000215","Anna","Anna G. Eshoo",29312,"Eshoo","N00007335",13,"2019-01-03","2017-01-03","rep",2016
684,"E000215","Anna","Anna G. Eshoo",29312,"Eshoo","N00007335",14,"2021-01-03","2019-01-03","rep",2018
685,"F000459","Charles","Charles J. ""Chuck"" Fleischmann",21178,"Fleischmann","N00030815",1,"2013-01-03","2011-01-05","rep",2010
686,"F000459","Charles","Charles J. ""Chuck"" Fleischmann",21178,"Fleischmann","N00030815",2,"2015-01-03","2013-01-03","rep",2012
687,"F000459","Charles","Charles J. ""Chuck"" Fleischmann",21178,"Fleischmann","N00030815",3,"2017-01-03","2015-01-06","rep",2014
688,"F000459","Charles","Charles J. ""Chuck"" Fleischmann",21178,"Fleischmann","N00030815",4,"2019-01-03","2017-01-03","rep",2016
689,"F000459","Charles","Charles J. ""Chuck"" Fleischmann",21178,"Fleischmann","N00030815",5,"2021-01-03","2019-01-03","rep",2018
690,"F000461","Bill","Bill Flores",21182,"Flores","N00031545",1,"2013-01-03","2011-01-05","rep",2010
691,"F000461","Bill","Bill Flores",21182,"Flores","N00031545",2,"2015-01-03","2013-01-03","rep",2012
692,"F000461","Bill","Bill Flores",21182,"Flores","N00031545",3,"2017-01-03","2015-01-06","rep",2014
693,"F000461","Bill","Bill Flores",21182,"Flores","N00031545",4,"2019-01-03","2017-01-03","rep",2016
694,"F000461","Bill","Bill Flores",21182,"Flores","N00031545",5,"2021-01-03","2019-01-03","rep",2018
698,"F000449","Jeff","Jeff Fortenberry",20518,"Fortenberry","N00026631",4,"2013-01-03","2011-01-05","rep",2010
699,"F000449","Jeff","Jeff Fortenberry",20518,"Fortenberry","N00026631",5,"2015-01-03","2013-01-03","rep",2012
700,"F000449","Jeff","Jeff Fortenberry",20518,"Fortenberry","N00026631",6,"2017-01-03","2015-01-06","rep",2014
701,"F000449","Jeff","Jeff Fortenberry",20518,"Fortenberry","N00026631",7,"2019-01-03","2017-01-03","rep",2016
702,"F000449","Jeff","Jeff Fortenberry",20518,"Fortenberry","N00026631",8,"2021-01-03","2019-01-03","rep",2018
706,"F000450","Virginia","Virginia Foxx",20521,"Foxx","N00026166",4,"2013-01-03","2011-01-05","rep",2010
707,"F000450","Virginia","Virginia Foxx",20521,"Foxx","N00026166",5,"2015-01-03","2013-01-03","rep",2012
708,"F000450","Virginia","Virginia Foxx",20521,"Foxx","N00026166",6,"2017-01-03","2015-01-06","rep",2014
709,"F000450","Virginia","Virginia Foxx",20521,"Foxx","N00026166",7,"2019-01-03","2017-01-03","rep",2016
710,"F000450","Virginia","Virginia Foxx",20521,"Foxx","N00026166",8,"2021-01-03","2019-01-03","rep",2018
713,"F000455","Marcia","Marcia L. Fudge",20941,"Fudge","N00030490",3,"2013-01-03","2011-01-05","rep",2010
714,"F000455","Marcia","Marcia L. Fudge",20941,"Fudge","N00030490",4,"2015-01-03","2013-01-03","rep",2012
715,"F000455","Marcia","Marcia L. Fudge",20941,"Fudge","N00030490",5,"2017-01-03","2015-01-06","rep",2014
716,"F000455","Marcia","Marcia L. Fudge",20941,"Fudge","N00030490",6,"2019-01-03","2017-01-03","rep",2016
717,"F000455","Marcia","Marcia L. Fudge",20941,"Fudge","N00030490",7,"2021-01-03","2019-01-03","rep",2018
719,"G000559","John","John Garamendi",20958,"Garamendi","N00030856",2,"2013-01-03","2011-01-05","rep",2010
720,"G000559","John","John Garamendi",20958,"Garamendi","N00030856",3,"2015-01-03","2013-01-03","rep",2012
721,"G000559","John","John Garamendi",20958,"Garamendi","N00030856",4,"2017-01-03","2015-01-06","rep",2014
722,"G000559","John","John Garamendi",20958,"Garamendi","N00030856",5,"2019-01-03","2017-01-03","rep",2016
723,"G000559","John","John Garamendi",20958,"Garamendi","N00030856",6,"2021-01-03","2019-01-03","rep",2018
724,"G000562","Cory","Cory Gardner",21112,"Gardner","N00030780",1,"2013-01-03","2011-01-05","rep",2010
725,"G000562","Cory","Cory Gardner",21112,"Gardner","N00030780",2,"2015-01-03","2013-01-03","rep",2012
726,"G000562","Cory","Cory Gardner",21112,"Gardner","N00030780",3,"2021-01-03","2015-01-06","sen",2014
727,"G000563","Bob","Bob Gibbs",21165,"Gibbs","N00031128",1,"2013-01-03","2011-01-05","rep",2010
728,"G000563","Bob","Bob Gibbs",21165,"Gibbs","N00031128",2,"2015-01-03","2013-01-03","rep",2012
729,"G000563","Bob","Bob Gibbs",21165,"Gibbs","N00031128",3,"2017-01-03","2015-01-06","rep",2014
730,"G000563","Bob","Bob Gibbs",21165,"Gibbs","N00031128",4,"2019-01-03","2017-01-03","rep",2016
731,"G000563","Bob","Bob Gibbs",21165,"Gibbs","N00031128",5,"2021-01-03","2019-01-03","rep",2018
735,"G000552","Louie","Louie Gohmert",20527,"Gohmert","N00026148",4,"2013-01-03","2011-01-05","rep",2010
736,"G000552","Louie","Louie Gohmert",20527,"Gohmert","N00026148",5,"2015-01-03","2013-01-03","rep",2012
737,"G000552","Louie","Louie Gohmert",20527,"Gohmert","N00026148",6,"2017-01-03","2015-01-06","rep",2014
738,"G000552","Louie","Louie Gohmert",20527,"Gohmert","N00026148",7,"2019-01-03","2017-01-03","rep",2016
739,"G000552","Louie","Louie Gohmert",20527,"Gohmert","N00026148",8,"2021-01-03","2019-01-03","rep",2018
740,"G000565","Paul","Paul A. Gosar",21103,"Gosar","N00030771",1,"2013-01-03","2011-01-05","rep",2010
741,"G000565","Paul","Paul A. Gosar",21103,"Gosar","N00030771",2,"2015-01-03","2013-01-03","rep",2012
742,"G000565","Paul","Paul A. Gosar",21103,"Gosar","N00030771",3,"2017-01-03","2015-01-06","rep",2014
743,"G000565","Paul","Paul A. Gosar",21103,"Gosar","N00030771",4,"2019-01-03","2017-01-03","rep",2016
744,"G000565","Paul","Paul A. Gosar",21103,"Gosar","N00030771",5,"2021-01-03","2019-01-03","rep",2018
752,"G000377","Kay","Kay Granger",29762,"Granger","N00008799",8,"2013-01-03","2011-01-05","rep",2010
753,"G000377","Kay","Kay Granger",29762,"Granger","N00008799",9,"2015-01-03","2013-01-03","rep",2012
754,"G000377","Kay","Kay Granger",29762,"Granger","N00008799",10,"2017-01-03","2015-01-06","rep",2014
755,"G000377","Kay","Kay Granger",29762,"Granger","N00008799",11,"2019-01-03","2017-01-03","rep",2016
756,"G000377","Kay","Kay Granger",29762,"Granger","N00008799",12,"2021-01-03","2019-01-03","rep",2018
765,"G000386","Charles","Chuck Grassley",14226,"Grassley","N00001758",9,"2017-01-03","2011-01-05","sen",2010
766,"G000386","Charles","Chuck Grassley",14226,"Grassley","N00001758",10,"2023-01-03","2017-01-03","sen",2016
772,"G000546","Sam","Sam Graves",20124,"Graves","N00013323",6,"2013-01-03","2011-01-05","rep",2010
773,"G000546","Sam","Sam Graves",20124,"Graves","N00013323",7,"2015-01-03","2013-01-03","rep",2012
774,"G000546","Sam","Sam Graves",20124,"Graves","N00013323",8,"2017-01-03","2015-01-06","rep",2014
775,"G000546","Sam","Sam Graves",20124,"Graves","N00013323",9,"2019-01-03","2017-01-03","rep",2016
776,"G000546","Sam","Sam Graves",20124,"Graves","N00013323",10,"2021-01-03","2019-01-03","rep",2018
777,"G000560","Tom","Tom Graves",20962,"Graves","N00030788",1,"2011-01-03","2010-06-08","rep",2009
778,"G000560","Tom","Tom Graves",20962,"Graves","N00030788",2,"2013-01-03","2011-01-05","rep",2010
779,"G000560","Tom","Tom Graves",20962,"Graves","N00030788",3,"2015-01-03","2013-01-03","rep",2012
780,"G000560","Tom","Tom Graves",20962,"Graves","N00030788",4,"2017-01-03","2015-01-06","rep",2014
781,"G000560","Tom","Tom Graves",20962,"Graves","N00030788",5,"2019-01-03","2017-01-03","rep",2016
782,"G000560","Tom","Tom Graves",20962,"Graves","N00030788",6,"2021-01-03","2019-01-03","rep",2018
786,"G000553","Al","Al Green",20529,"Green","N00026686",4,"2013-01-03","2011-01-05","rep",2010
787,"G000553","Al","Al Green",20529,"Green","N00026686",5,"2015-01-03","2013-01-03","rep",2012
788,"G000553","Al","Al Green",20529,"Green","N00026686",6,"2017-01-03","2015-01-06","rep",2014
789,"G000553","Al","Al Green",20529,"Green","N00026686",7,"2019-01-03","2017-01-03","rep",2016
790,"G000553","Al","Al Green",20529,"Green","N00026686",8,"2021-01-03","2019-01-03","rep",2018
791,"G000568","H.","H. Morgan Griffith",21191,"Griffith","N00032029",1,"2013-01-03","2011-01-05","rep",2010
792,"G000568","H.","H. Morgan Griffith",21191,"Griffith","N00032029",2,"2015-01-03","2013-01-03","rep",2012
793,"G000568","H.","H. Morgan Griffith",21191,"Griffith","N00032029",3,"2017-01-03","2015-01-06","rep",2014
794,"G000568","H.","H. Morgan Griffith",21191,"Griffith","N00032029",4,"2019-01-03","2017-01-03","rep",2016
795,"G000568","H.","H. Morgan Griffith",21191,"Griffith","N00032029",5,"2021-01-03","2019-01-03","rep",2018
800,"G000551","Raúl","Raúl M. Grijalva",20305,"Grijalva","N00025284",5,"2013-01-03","2011-01-05","rep",2010
801,"G000551","Raúl","Raúl M. Grijalva",20305,"Grijalva","N00025284",6,"2015-01-03","2013-01-03","rep",2012
802,"G000551","Raúl","Raúl M. Grijalva",20305,"Grijalva","N00025284",7,"2017-01-03","2015-01-06","rep",2014
803,"G000551","Raúl","Raúl M. Grijalva",20305,"Grijalva","N00025284",8,"2019-01-03","2017-01-03","rep",2016
804,"G000551","Raúl","Raúl M. Grijalva",20305,"Grijalva","N00025284",9,"2021-01-03","2019-01-03","rep",2018
806,"G000558","Brett","Brett Guthrie",20916,"Guthrie","N00029675",2,"2013-01-03","2011-01-05","rep",2010
807,"G000558","Brett","Brett Guthrie",20916,"Guthrie","N00029675",3,"2015-01-03","2013-01-03","rep",2012
808,"G000558","Brett","Brett Guthrie",20916,"Guthrie","N00029675",4,"2017-01-03","2015-01-06","rep",2014
809,"G000558","Brett","Brett Guthrie",20916,"Guthrie","N00029675",5,"2019-01-03","2017-01-03","rep",2016
810,"G000558","Brett","Brett Guthrie",20916,"Guthrie","N00029675",6,"2021-01-03","2019-01-03","rep",2018
811,"H001052","Andy","Andy Harris",21139,"Harris","N00029147",1,"2013-01-03","2011-01-05","rep",2010
812,"H001052","Andy","Andy Harris",21139,"Harris","N00029147",2,"2015-01-03","2013-01-03","rep",2012
813,"H001052","Andy","Andy Harris",21139,"Harris","N00029147",3,"2017-01-03","2015-01-06","rep",2014
814,"H001052","Andy","Andy Harris",21139,"Harris","N00029147",4,"2019-01-03","2017-01-03","rep",2016
815,"H001052","Andy","Andy Harris",21139,"Harris","N00029147",5,"2021-01-03","2019-01-03","rep",2018
816,"H001053","Vicky","Vicky Hartzler",21149,"Hartzler","N00031005",1,"2013-01-03","2011-01-05","rep",2010
817,"H001053","Vicky","Vicky Hartzler",21149,"Hartzler","N00031005",2,"2015-01-03","2013-01-03","rep",2012
818,"H001053","Vicky","Vicky Hartzler",21149,"Hartzler","N00031005",3,"2017-01-03","2015-01-06","rep",2014
819,"H001053","Vicky","Vicky Hartzler",21149,"Hartzler","N00031005",4,"2019-01-03","2017-01-03","rep",2016
820,"H001053","Vicky","Vicky Hartzler",21149,"Hartzler","N00031005",5,"2021-01-03","2019-01-03","rep",2018
830,"H000324","Alcee","Alcee L. Hastings",29337,"Hastings","N00002884",10,"2013-01-03","2011-01-05","rep",2010
831,"H000324","Alcee","Alcee L. Hastings",29337,"Hastings","N00002884",11,"2015-01-03","2013-01-03","rep",2012
832,"H000324","Alcee","Alcee L. Hastings",29337,"Hastings","N00002884",12,"2017-01-03","2015-01-06","rep",2014
833,"H000324","Alcee","Alcee L. Hastings",29337,"Hastings","N00002884",13,"2019-01-03","2017-01-03","rep",2016
834,"H000324","Alcee","Alcee L. Hastings",29337,"Hastings","N00002884",14,"2021-01-03","2019-01-03","rep",2018
836,"H001046","Martin","Martin Heinrich",20930,"Heinrich","N00029835",2,"2013-01-03","2011-01-05","rep",2010
837,"H001046","Martin","Martin Heinrich",20930,"Heinrich","N00029835",3,"2019-01-03","2013-01-03","sen",2012
838,"H001046","Martin","Martin Heinrich",20930,"Heinrich","N00029835",4,"2025-01-03","2019-01-03","sen",2018
839,"H001056","Jaime","Jaime Herrera Beutler",21187,"Herrera Beutler","N00031559",1,"2013-01-03","2011-01-05","rep",2010
840,"H001056","Jaime","Jaime Herrera Beutler",21187,"Herrera Beutler","N00031559",2,"2015-01-03","2013-01-03","rep",2012
841,"H001056","Jaime","Jaime Herrera Beutler",21187,"Herrera Beutler","N00031559",3,"2017-01-03","2015-01-06","rep",2014
842,"H001056","Jaime","Jaime Herrera Beutler",21187,"Herrera Beutler","N00031559",4,"2019-01-03","2017-01-03","rep",2016
843,"H001056","Jaime","Jaime Herrera Beutler",21187,"Herrera Beutler","N00031559",5,"2021-01-03","2019-01-03","rep",2018
847,"H001038","Brian","Brian Higgins",20519,"Higgins","N00027060",4,"2013-01-03","2011-01-05","rep",2010
848,"H001038","Brian","Brian Higgins",20519,"Higgins","N00027060",5,"2015-01-03","2013-01-03","rep",2012
849,"H001038","Brian","Brian Higgins",20519,"Higgins","N00027060",6,"2017-01-03","2015-01-06","rep",2014
850,"H001038","Brian","Brian Higgins",20519,"Higgins","N00027060",7,"2019-01-03","2017-01-03","rep",2016
851,"H001038","Brian","Brian Higgins",20519,"Higgins","N00027060",8,"2021-01-03","2019-01-03","rep",2018
853,"H001047","James","James A. Himes",20907,"Himes","N00029070",2,"2013-01-03","2011-01-05","rep",2010
854,"H001047","James","James A. Himes",20907,"Himes","N00029070",3,"2015-01-03","2013-01-03","rep",2012
855,"H001047","James","James A. Himes",20907,"Himes","N00029070",4,"2017-01-03","2015-01-06","rep",2014
